store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
315,Wuhan,Store,Female,35-39,Weekend,T-shirt,1,99,1,1,49,99
208,Chongqing,Store,Female,30-34,Weekend,New Arrivals,1,199,1,1,59,199
248,Hangzhou,Store,Female,>=60,Weekend,Accessories,1,78,1,1,29,78
648,Xian,Store,Male,25-29,Weekend,T-shirt,1,79,1,1,49,79
737,Shenzhen,Store,Female,30-34,Weekday,Shorts,2,66,2,2,19,33
737,Shenzhen,Store,Female,30-34,Weekday,Shorts,1,79,1,1,19,79
758,Hangzhou,Store,Female,30-34,Weekend,T-shirt,1,99,1,1,49,99
19,Nanjing,Store,Female,35-39,Weekend,T-shirt,2,197,2,2,49,99
437,Chongqing,Store,Female,>=60,Weekday,Jean,1,199,1,1,69,199
737,Shenzhen,Store,Female,20-24,Weekday,T-shirt,2,257,2,3,49,86
208,Chongqing,Store,Female,20-24,Weekday,T-shirt,1,59,1,1,49,59
315,Wuhan,Store,Female,20-24,Weekend,Sweater,1,199,1,1,99,199
280,Shenzhen,Store,Female,30-34,Weekday,T-shirt,1,79,1,1,49,79
335,Shanghai,Store,Female,35-39,Weekend,Accessories,1,149,1,1,29,149
148,Shenzhen,Store,Female,30-34,Weekday,T-shirt,1,58,1,1,49,58
831,Hangzhou,Store,Male,30-34,Weekday,T-shirt,1,79,1,1,49,79
758,Hangzhou,Store,Female,30-34,Weekend,T-shirt,1,79,1,1,49,79
335,Shanghai,Store,Female,30-34,Weekday,Shorts,1,33,1,1,19,33
256,Wuhan,Store,Male,25-29,Weekday,New Arrivals,1,57,1,1,59,57
649,Hangzhou,Store,Male,20-24,Weekday,T-shirt,1,79,1,1,49,79
479,Shenzhen,Store,Male,>=60,Weekday,T-shirt,1,79,1,1,49,79
480,Chongqing,Store,Female,20-24,Weekday,T-shirt,1,39,1,1,49,39
231,Guangzhou,Store,Female,>=60,Weekend,Sweater,1,0,1,1,99,0
437,Chongqing,Store,Unkown,Unkown,Weekend,T-shirt,1,99,1,1,49,99
758,Hangzhou,Store,Female,40-44,Weekday,New Arrivals,1,75,1,1,59,75
802,Xian,Store,Male,>=60,Weekday,T-shirt,1,59,1,1,49,59
312,Hangzhou,Store,Male,35-39,Weekend,Sock,2,79,2,4,9,20
323,Wuhan,Store,Female,25-29,Weekday,T-shirt,2,134.33,2,2,49,67
168,Wuhan,Store,Male,25-29,Weekday,Sock,1,79,1,1,9,79
98,Chengdu,Store,Male,30-34,Weekday,T-shirt,1,498,1,2,49,249
20,Shenzhen,Store,Female,20-24,Weekday,T-shirt,2,158,2,2,49,79
399,Guangzhou,Store,Female,35-39,Weekday,New Arrivals,1,76,1,1,59,76
52,Wuhan,Online,Male,40-44,Weekday,New Arrivals,1,79,1,1,59,79
442,Xian,Store,Female,30-34,Weekend,T-shirt,1,79,1,1,49,79
50,Wuhan,Online,Female,25-29,Weekend,T-shirt,1,79,1,1,49,79
312,Hangzhou,Store,Male,30-34,Weekend,T-shirt,1,99,1,1,49,99
796,Shenzhen,Store,Female,55-59,Weekday,Shorts,1,40,1,1,19,40
360,Chengdu,Store,Female,25-29,Weekday,T-shirt,1,79,1,1,49,79
20,Shenzhen,Store,Female,35-39,Weekend,T-shirt,2,156,2,2,49,78
208,Chongqing,Store,Female,30-34,Weekday,Jean,2,77,2,2,69,39
91,Wuhan,Online,Male,>=60,Weekday,New Arrivals,1,49,1,1,59,49
20,Shenzhen,Store,Female,30-34,Weekday,New Arrivals,1,76,1,1,59,76
182,Guangzhou,Online,Female,35-39,Weekday,T-shirt,2,158,2,2,49,79
437,Chongqing,Store,Male,20-24,Weekend,New Arrivals,1,99,1,1,59,99
496,Shanghai,Store,Female,20-24,Weekend,Sock,1,79,1,1,9,79
146,Hangzhou,Store,Female,>=60,Weekday,T-shirt,1,39,1,1,49,39
255,Hangzhou,Store,Male,35-39,Weekday,New Arrivals,2,391,2,2,59,196
369,Guangzhou,Store,Male,30-34,Weekend,T-shirt,1,99,1,1,49,99
68,Chongqing,Online,Female,25-29,Weekday,T-shirt,1,79,1,1,49,79
420,Guangzhou,Online,Female,20-24,Weekend,T-shirt,2,118,2,2,49,59
137,Xian,Online,Female,35-39,Weekday,T-shirt,2,78,2,2,49,39
648,Xian,Store,Female,30-34,Weekday,New Arrivals,1,54,1,1,59,54
98,Chengdu,Store,Female,45-49,Weekend,New Arrivals,1,139,1,1,59,139
256,Wuhan,Store,Female,30-34,Weekday,sports,1,39,1,1,49,39
737,Shenzhen,Store,Female,30-34,Weekend,Sock,2,40,2,2,9,20
248,Hangzhou,Store,Male,20-24,Weekend,T-shirt,1,199,1,1,49,199
335,Shanghai,Store,Female,30-34,Weekend,T-shirt,1,79,1,1,49,79
479,Shenzhen,Store,Male,20-24,Weekend,T-shirt,1,79,1,1,49,79
52,Wuhan,Online,Female,25-29,Weekend,T-shirt,3,397,3,3,49,132
70,Shenzhen,Store,Male,40-44,Weekend,T-shirt,1,59,1,1,49,59
46,Wuhan,Store,Male,50-54,Weekend,T-shirt,1,99,1,1,49,99
229,Shenzhen,Store,Female,50-54,Weekend,T-shirt,1,198,1,2,49,99
50,Wuhan,Online,Male,>=60,Weekend,Sock,1,27,1,1,9,27
312,Hangzhou,Store,Female,>=60,Weekday,T-shirt,2,158,2,2,49,79
146,Hangzhou,Store,Female,30-34,Weekday,Sock,1,39,1,1,9,39
182,Guangzhou,Online,Female,30-34,Weekday,Jean,1,38,1,1,69,38
248,Hangzhou,Store,Female,30-34,Weekday,Dresses,1,199,1,1,59,199
336,Xian,Store,Female,45-49,Weekend,Accessories,1,79,1,1,29,79
658,Shenzhen,Store,Unkown,Unkown,Weekday,Sock,1,79,1,1,9,79
336,Xian,Store,Female,25-29,Weekday,Shorts,1,39,1,1,19,39
146,Hangzhou,Store,Female,20-24,Weekend,Sock,2,58,2,2,9,29
575,Hangzhou,Store,Male,25-29,Weekend,T-shirt,1,79,1,1,49,79
325,Shanghai,Store,Female,45-49,Weekday,Jean,1,199,1,1,69,199
231,Guangzhou,Store,Female,40-44,Weekend,T-shirt,1,59,1,1,49,59
796,Shenzhen,Store,Female,35-39,Weekend,T-shirt,1,59,1,1,49,59
229,Shenzhen,Store,Female,20-24,Weekend,T-shirt,1,95,1,1,49,95
229,Shenzhen,Store,Female,45-49,Weekend,Accessories,2,138,2,2,29,69
137,Xian,Online,Male,35-39,Weekday,T-shirt,1,79,1,1,49,79
208,Chongqing,Store,Female,30-34,Weekday,Dresses,2,391,2,2,59,196
496,Shanghai,Store,Male,25-29,Weekday,New Arrivals,1,79,1,1,59,79
256,Wuhan,Store,Female,30-34,Weekend,Accessories,1,79,1,1,29,79
738,Shenzhen,Store,Female,>=60,Weekday,T-shirt,1,79,1,1,49,79
336,Xian,Store,Female,20-24,Weekday,Sock,1,27,1,1,9,27
616,Chengdu,Store,Female,35-39,Weekday,Jean,1,59,1,1,69,59
449,Wuhan,Store,Female,30-34,Weekday,T-shirt,1,158,1,2,49,79
429,Xian,Store,Female,25-29,Weekend,T-shirt,1,99,1,1,49,99
255,Hangzhou,Store,Male,25-29,Weekday,New Arrivals,1,54,1,1,59,54
256,Wuhan,Store,Female,50-54,Weekday,T-shirt,1,156,1,2,49,78
519,Hangzhou,Store,Female,45-49,Weekday,Shorts,1,37,1,1,19,37
207,Shanghai,Online,Female,35-39,Weekday,Jean,1,39,1,1,69,39
399,Guangzhou,Store,Female,40-44,Weekday,T-shirt,1,249,1,1,49,249
658,Shenzhen,Store,Female,45-49,Weekend,T-shirt,1,99,1,1,49,99
611,Shenzhen,Store,Female,50-54,Weekday,Sock,1,79,1,1,9,79
255,Hangzhou,Store,Male,25-29,Weekday,Shorts,1,33,1,1,19,33
20,Shenzhen,Store,Female,30-34,Weekday,Sock,1,66,1,3,9,22
135,Shanghai,Store,Female,30-34,Weekend,T-shirt,4,646,4,4,49,162
98,Chengdu,Store,Female,30-34,Weekend,T-shirt,1,99,1,1,49,99
796,Shenzhen,Store,Female,55-59,Weekday,T-shirt,1,99,1,1,49,99
148,Shenzhen,Store,Female,<20,Weekday,T-shirt,1,59,1,1,49,59
146,Hangzhou,Store,Male,25-29,Weekday,Sock,1,26,1,1,9,26
479,Shenzhen,Store,Male,>=60,Weekday,Shorts,1,39,1,1,19,39
429,Xian,Store,Male,20-24,Weekday,T-shirt,3,157,3,3,49,52
28,Wuhan,Online,Male,25-29,Weekday,T-shirt,2,198,2,2,49,99
658,Shenzhen,Store,Female,30-34,Weekend,Sock,1,18,1,1,9,18
146,Hangzhou,Store,Female,25-29,Weekend,T-shirt,2,158,2,2,49,79
336,Xian,Store,Female,40-44,Weekend,New Arrivals,1,79,1,1,59,79
399,Guangzhou,Store,Male,50-54,Weekday,Shorts,1,38,1,1,19,38
335,Shanghai,Store,Male,35-39,Weekend,New Arrivals,1,73,1,1,59,73
335,Shanghai,Store,Male,>=60,Weekend,T-shirt,2,217,2,3,49,72
280,Shenzhen,Store,Male,20-24,Weekday,T-shirt,1,59,1,1,49,59
182,Guangzhou,Online,Female,25-29,Weekend,sports,1,149,1,1,49,149
658,Shenzhen,Store,Female,20-24,Weekday,Accessories,1,298,1,2,29,149
738,Shenzhen,Store,Female,55-59,Weekday,New Arrivals,1,76,1,1,59,76
21,Beijing,Store,Female,35-39,Weekday,Sweater,3,447,3,3,99,149
429,Xian,Store,Female,30-34,Weekend,sports,1,39,1,1,49,39
148,Shenzhen,Store,Female,<20,Weekend,T-shirt,1,99,1,1,49,99
32,Wuhan,Online,Female,25-29,Weekend,T-shirt,2,198,2,2,49,99
245,Hangzhou,Store,Female,20-24,Weekend,New Arrivals,1,149,1,1,59,149
70,Shenzhen,Store,Female,20-24,Weekday,T-shirt,1,99,1,1,49,99
519,Hangzhou,Store,Female,45-49,Weekday,Accessories,1,79,1,1,29,79
21,Beijing,Store,Female,45-49,Weekend,Accessories,1,149,1,1,29,149
98,Chengdu,Store,Male,45-49,Weekday,Sock,1,39,1,2,9,20
70,Shenzhen,Store,Female,30-34,Weekend,Sock,1,153,1,6,9,26
738,Shenzhen,Store,Male,30-34,Weekday,New Arrivals,7,1405.55,8,8,59,176
256,Wuhan,Store,Male,>=60,Weekday,Sock,1,39,1,2,9,20
20,Shenzhen,Store,Male,>=60,Weekday,T-shirt,3,292.82,3,3,49,98
375,Guangzhou,Online,Male,30-34,Weekday,Sweater,3,547,3,3,99,182
437,Chongqing,Store,Male,45-49,Weekday,Accessories,1,79,1,1,29,79
20,Shenzhen,Store,Male,25-29,Weekday,Jean,1,39,1,1,69,39
52,Wuhan,Online,Female,40-44,Weekday,T-shirt,1,79,1,1,49,79
19,Nanjing,Store,Female,30-34,Weekend,T-shirt,1,79,1,1,49,79
480,Chongqing,Store,Male,25-29,Weekend,Sock,1,53,1,2,9,27
207,Shanghai,Online,Male,30-34,Weekday,T-shirt,1,99,1,1,49,99
248,Hangzhou,Store,Female,35-39,Weekday,Accessories,5,395,5,5,29,79
207,Shanghai,Online,Female,50-54,Weekday,Accessories,1,115.62,1,2,29,58
248,Hangzhou,Store,Male,30-34,Weekday,New Arrivals,2,136,2,2,59,68
245,Hangzhou,Store,Female,30-34,Weekday,New Arrivals,1,79,1,1,59,79
135,Shanghai,Store,Female,30-34,Weekday,Sock,2,66,2,3,9,22
738,Shenzhen,Store,Male,30-34,Weekend,T-shirt,1,79,1,1,49,79
255,Hangzhou,Store,Female,<20,Weekday,Shorts,1,33,1,1,19,33
360,Chengdu,Store,Female,30-34,Weekday,Dresses,3,447,3,3,59,149
229,Shenzhen,Store,Female,20-24,Weekday,Sock,1,59,1,1,9,59
758,Hangzhou,Store,Female,20-24,Weekday,Accessories,1,199,1,1,29,199
280,Shenzhen,Store,Female,20-24,Weekend,T-shirt,2,198,2,2,49,99
208,Chongqing,Store,Male,20-24,Weekend,T-shirt,1,99,1,1,49,99
98,Chengdu,Store,Male,25-29,Weekend,T-shirt,1,99,1,1,49,99
146,Hangzhou,Store,Male,<20,Weekday,Dresses,3,447,3,3,59,149
231,Guangzhou,Store,Female,35-39,Weekday,T-shirt,1,79,1,1,49,79
98,Chengdu,Store,Male,30-34,Weekday,T-shirt,1,198,1,2,49,99
312,Hangzhou,Store,Male,25-29,Weekend,New Arrivals,1,73,1,1,59,73
480,Chongqing,Store,Female,25-29,Weekday,T-shirt,1,99,1,1,49,99
280,Shenzhen,Store,Female,40-44,Weekend,New Arrivals,2,150,2,2,59,75
255,Hangzhou,Store,Female,20-24,Weekday,Sock,1,79,1,1,9,79
182,Guangzhou,Online,Female,55-59,Weekday,New Arrivals,1,199,1,1,59,199
98,Chengdu,Store,Female,35-39,Weekday,T-shirt,2,78,2,2,49,39
336,Xian,Store,Female,35-39,Weekday,Jean,1,39,1,1,69,39
369,Guangzhou,Store,Female,40-44,Weekend,Sock,1,79,1,1,9,79
229,Shenzhen,Store,Male,35-39,Weekend,T-shirt,1,79,1,1,49,79
245,Hangzhou,Store,Female,30-34,Weekday,T-shirt,1,58.27,1,1,49,58
575,Hangzhou,Store,Female,35-39,Weekend,T-shirt,1,59,1,1,49,59
231,Guangzhou,Store,Female,30-34,Weekend,Shorts,1,33,1,1,19,33
442,Xian,Store,Male,35-39,Weekend,T-shirt,1,99,1,1,49,99
245,Hangzhou,Store,Female,30-34,Weekday,New Arrivals,1,79,1,1,59,79
148,Shenzhen,Store,Female,25-29,Weekend,T-shirt,1,99,1,1,49,99
91,Wuhan,Online,Female,35-39,Weekday,T-shirt,2,198,2,2,49,99
231,Guangzhou,Store,Female,40-44,Weekday,Sock,2,138,2,2,9,69
669,Chongqing,Store,Male,20-24,Weekday,Shorts,1,40,1,1,19,40
20,Shenzhen,Store,Male,20-24,Weekday,T-shirt,1,79,1,1,49,79
375,Guangzhou,Online,Female,35-39,Weekend,Dresses,1,149,1,1,59,149
575,Hangzhou,Store,Female,35-39,Weekday,T-shirt,3,215,3,5,49,43
335,Shanghai,Store,Male,30-34,Weekday,T-shirt,1,198,1,2,49,99
19,Nanjing,Store,Female,30-34,Weekday,T-shirt,1,96,1,1,49,96
496,Shanghai,Store,Female,25-29,Weekday,New Arrivals,2,108,2,2,59,54
208,Chongqing,Store,Female,30-34,Weekday,New Arrivals,8,1791,8,9,59,199
315,Wuhan,Store,Female,20-24,Weekend,T-shirt,2,78,2,2,49,39
480,Chongqing,Store,Female,40-44,Weekday,T-shirt,2,78,2,2,49,39
519,Hangzhou,Store,Male,40-44,Weekday,sports,1,39,1,1,49,39
137,Xian,Online,Male,>=60,Weekend,Shorts,2,139,2,4,19,35
449,Wuhan,Store,Male,25-29,Weekday,T-shirt,1,99,1,1,49,99
256,Wuhan,Store,Male,20-24,Weekday,T-shirt,1,99,1,1,49,99
360,Chengdu,Store,Female,40-44,Weekday,sports,1,79,1,1,49,79
19,Nanjing,Store,Female,30-34,Weekday,Dresses,2,198,2,2,59,99
168,Wuhan,Store,Male,25-29,Weekday,T-shirt,1,79,1,1,49,79
430,Chengdu,Store,Female,35-39,Weekday,New Arrivals,1,46,1,1,59,46
496,Shanghai,Store,Female,25-29,Weekday,Sock,2,85,2,4,9,21
430,Chengdu,Store,Male,>=60,Weekend,sports,1,39,1,1,49,39
796,Shenzhen,Store,Female,30-34,Weekend,T-shirt,2,158,2,2,49,79
20,Shenzhen,Store,Female,25-29,Weekday,Sweater,2,398,2,2,99,199
759,Chongqing,Store,Female,25-29,Weekend,New Arrivals,1,59,1,1,59,59
648,Xian,Store,Female,25-29,Weekday,Sock,1,19,1,1,9,19
437,Chongqing,Store,Male,25-29,Weekday,T-shirt,1,76,1,1,49,76
168,Wuhan,Store,Female,40-44,Weekday,Sock,1,26,1,1,9,26
245,Hangzhou,Store,Female,55-59,Weekday,sports,1,33,1,1,49,33
19,Nanjing,Store,Female,40-44,Weekend,T-shirt,1,198,1,2,49,99
32,Wuhan,Online,Male,25-29,Weekday,Sock,2,47,2,2,9,24
605,Chengdu,Store,Female,45-49,Weekday,Accessories,1,79,1,1,29,79
148,Shenzhen,Store,Female,30-34,Weekday,New Arrivals,2,111,2,2,59,56
737,Shenzhen,Store,Female,40-44,Weekend,Shorts,1,79,1,1,19,79
207,Shanghai,Online,Female,20-24,Weekday,T-shirt,1,79,1,1,49,79
738,Shenzhen,Store,Female,30-34,Weekend,Accessories,1,79,1,1,29,79
669,Chongqing,Store,Female,30-34,Weekend,Sock,2,38,2,2,9,19
360,Chengdu,Store,Female,40-44,Weekday,Sweater,1,199,1,1,99,199
182,Guangzhou,Online,Female,30-34,Weekday,Sock,1,39,1,1,9,39
70,Shenzhen,Store,Female,35-39,Weekend,sports,1,39,1,1,49,39
135,Shanghai,Store,Male,20-24,Weekday,T-shirt,1,198,1,2,49,99
437,Chongqing,Store,Female,25-29,Weekday,Jean,8,1392,8,8,69,174
758,Hangzhou,Store,Female,50-54,Weekend,New Arrivals,1,199,1,1,59,199
248,Hangzhou,Store,Female,25-29,Weekday,Jean,1,39,1,1,69,39
21,Beijing,Store,Male,20-24,Weekday,T-shirt,1,55.33,1,1,49,55
135,Shanghai,Store,Female,25-29,Weekend,T-shirt,1,59,1,1,49,59
229,Shenzhen,Store,Female,50-54,Weekday,Accessories,1,149,1,1,29,149
135,Shanghai,Store,Female,25-29,Weekend,T-shirt,7,628,7,8,49,79
449,Wuhan,Store,Female,55-59,Weekend,T-shirt,1,79,1,1,49,79
280,Shenzhen,Store,Female,35-39,Weekday,T-shirt,2,298,2,2,49,149
182,Guangzhou,Online,Female,20-24,Weekend,T-shirt,1,79,1,1,49,79
245,Hangzhou,Store,Female,20-24,Weekday,T-shirt,1,158,1,2,49,79
208,Chongqing,Store,Male,35-39,Weekday,T-shirt,1,99,1,1,49,99
519,Hangzhou,Store,Female,25-29,Weekend,T-shirt,1,99,1,1,49,99
231,Guangzhou,Store,Female,25-29,Weekday,Dresses,4,257,4,4,59,64
255,Hangzhou,Store,Female,25-29,Weekday,T-shirt,1,59,1,1,49,59
248,Hangzhou,Store,Female,<20,Weekend,T-shirt,1,79,1,1,49,79
605,Chengdu,Store,Female,30-34,Weekend,sports,2,99,2,3,49,33
520,Hangzhou,Store,Male,25-29,Weekday,sports,2,66,2,2,49,33
91,Wuhan,Online,Female,20-24,Weekend,sports,2,98,2,2,49,49
52,Wuhan,Online,Female,25-29,Weekday,New Arrivals,6,1552.4,6,9,59,172
255,Hangzhou,Store,Female,20-24,Weekday,Dresses,2,338,2,2,59,169
520,Hangzhou,Store,Female,35-39,Weekend,Dresses,2,348,2,2,59,174
480,Chongqing,Store,Female,25-29,Weekend,Accessories,1,199,1,1,29,199
323,Wuhan,Store,Male,>=60,Weekend,T-shirt,1,59,1,1,49,59
280,Shenzhen,Store,Male,35-39,Weekend,sports,1,99,1,1,49,99
207,Shanghai,Online,Female,>=60,Weekday,Accessories,1,99,1,1,29,99
312,Hangzhou,Store,Male,25-29,Weekday,T-shirt,1,79,1,1,49,79
20,Shenzhen,Store,Female,30-34,Weekday,T-shirt,1,79,1,1,49,79
325,Shanghai,Store,Female,>=60,Weekend,sports,1,39,1,1,49,39
21,Beijing,Store,Female,35-39,Weekend,Jean,1,199,1,1,69,199
360,Chengdu,Store,Female,20-24,Weekend,T-shirt,1,198,1,2,49,99
142,Shanghai,Store,Female,45-49,Weekend,T-shirt,3,217,3,3,49,72
148,Shenzhen,Store,Female,30-34,Weekday,New Arrivals,1,38,1,1,59,38
20,Shenzhen,Store,Female,35-39,Weekday,T-shirt,1,59,1,1,49,59
21,Beijing,Store,Female,30-34,Weekday,New Arrivals,3,123,3,3,59,41
21,Beijing,Store,Male,35-39,Weekend,sports,1,99,1,3,49,33
429,Xian,Store,Female,30-34,Weekend,T-shirt,1,79,1,1,49,79
142,Shanghai,Store,Male,35-39,Weekend,T-shirt,1,59,1,1,49,59
737,Shenzhen,Store,Male,30-34,Weekday,New Arrivals,1,79,1,1,59,79
430,Chengdu,Store,Female,<20,Weekday,T-shirt,1,79,1,1,49,79
137,Xian,Online,Male,25-29,Weekend,T-shirt,1,79,1,1,49,79
50,Wuhan,Online,Female,25-29,Weekend,New Arrivals,1,56,1,1,59,56
168,Wuhan,Store,Male,20-24,Weekend,T-shirt,3,495,4,5,49,99
369,Guangzhou,Store,Female,35-39,Weekend,sports,1,39,1,1,49,39
91,Wuhan,Online,Male,30-34,Weekday,Sock,1,26,1,1,9,26
21,Beijing,Store,Male,25-29,Weekday,T-shirt,1,59,1,1,49,59
231,Guangzhou,Store,Female,35-39,Weekday,New Arrivals,5,877,5,5,59,175
146,Hangzhou,Store,Female,45-49,Weekend,New Arrivals,2,134,2,2,59,67
611,Shenzhen,Store,Male,45-49,Weekday,Sweater,1,149,1,1,99,149
21,Beijing,Store,Female,30-34,Weekday,New Arrivals,4,792.4,4,4,59,198
449,Wuhan,Store,Female,25-29,Weekday,T-shirt,1,79,1,1,49,79
796,Shenzhen,Store,Female,40-44,Weekday,Jean,1,39,1,1,69,39
70,Shenzhen,Store,Female,25-29,Weekend,Dresses,2,398,2,2,59,199
91,Wuhan,Online,Female,25-29,Weekday,Sock,1,19,1,1,9,19
312,Hangzhou,Store,Female,35-39,Weekday,Dresses,1,199,1,1,59,199
207,Shanghai,Online,Female,45-49,Weekday,New Arrivals,1,19,1,1,59,19
737,Shenzhen,Store,Female,35-39,Weekday,T-shirt,3,457,3,3,49,152
437,Chongqing,Store,Female,40-44,Weekend,T-shirt,1,79,1,1,49,79
135,Shanghai,Store,Female,45-49,Weekend,Sock,1,39,1,1,9,39
208,Chongqing,Store,Male,35-39,Weekend,T-shirt,1,59,1,1,49,59
649,Hangzhou,Store,Male,35-39,Weekend,Sock,1,26,1,1,9,26
480,Chongqing,Store,Female,25-29,Weekend,Dresses,1,199,1,1,59,199
315,Wuhan,Store,Female,30-34,Weekday,T-shirt,1,79,1,1,49,79
336,Xian,Store,Female,50-54,Weekday,T-shirt,1,79,1,1,49,79
315,Wuhan,Store,Male,30-34,Weekday,Jean,1,298,1,2,69,149
480,Chongqing,Store,Female,35-39,Weekday,Jean,1,199,1,1,69,199
429,Xian,Store,Female,45-49,Weekday,T-shirt,1,79,1,1,49,79
312,Hangzhou,Store,Female,30-34,Weekday,sports,1,39,1,1,49,39
369,Guangzhou,Store,Female,40-44,Weekday,New Arrivals,1,143,1,1,59,143
32,Wuhan,Online,Female,<20,Weekend,Dresses,1,199,1,1,59,199
360,Chengdu,Store,Female,30-34,Weekend,Shorts,1,39,1,1,19,39
207,Shanghai,Online,Male,35-39,Weekend,T-shirt,1,149,1,1,49,149
520,Hangzhou,Store,Male,50-54,Weekday,T-shirt,1,79,1,1,49,79
46,Wuhan,Store,Male,30-34,Weekday,T-shirt,1,79,1,1,49,79
479,Shenzhen,Store,Female,>=60,Weekend,Dresses,1,99,1,1,59,99
831,Hangzhou,Store,Female,20-24,Weekend,Sweater,1,149,1,1,99,149
429,Xian,Store,Male,20-24,Weekend,Jean,1,39,1,1,69,39
20,Shenzhen,Store,Female,30-34,Weekday,Jean,5,785.23,5,5,69,157
796,Shenzhen,Store,Female,55-59,Weekend,sports,1,99,1,1,49,99
207,Shanghai,Online,Female,35-39,Weekend,Jean,2,348,2,2,69,174
